"","CABBI","SIRET_DEC","SIRET_FINAL","VALID"
"192","7353176482",38012986605757,"38012986605757",1
"193","7350472147",87080029901897,"95450974112834",0
"194","7353167210",26440013600018,"26440013600687",0
"195","7353167609",77560546200156,"79019860000021",0
"196","7353168227",19440984300993,"19440984300993",1
"197","7353168426",NA,"45025146700012",0
"198","7353169238",45106541100014,"50226581200029",0
"199","7353169836",35066186400032,"35066186400032",1
"200","7353171232",78936717400313,"50024402500010",0
"201","7353176533",21440020200013,"50387779700020",0
"202","7353173710",38012986606219,"43039646500154",0
"203","7353167633",49994739800016,"49994739800016",1
"204","7353169058",NA,"51504610000019",0
"205","7353170658",81116659400010,"50168109200026",0
"206","7353171261",45368696600111,"30146814600784",0
"207","7353170270",48381561900091,"81955616800014",0
"208","7353170089",82381937000011,"82381937000011",1
"209","7353172733",30460295600100,"39380923100045",0
"210","7353174572",24440040400129,"81195634100010",0
"211","7353175546",52952323500016,"52952323500016",1
"212","7353164247",32200842600064,"39254491200018",0
"213","7353167274",52291753300039,"52833730600013",0
"214","7353172747",77560545400062,"41488421300011",0
"215","7353174176",38947005500028,"38947005500028",1
"216","7353174375",33190156100042,"33190156100042",1
"217","7353167087",61203867900124,"51865982600029",0
"218","7353168108",80311624300012,"48775226300029",0
"219","7353171921",NA,"43849040100017",0
"220","7353172553",35276139900018,"41931842300045",0
"221","7353174387",44181060300049,"44181060300049",1
"222","7350527675",49167865200042,"49167865200042",1
"223","7353165100",17440004400023,"48189817900025",0
"224","7353168130",50931318500027,"50927551700027",0
"225","7353174821",21440109301542,"21440109301542",1
"226","7353169351",53075274000015,"30988250400041",0
"227","7353171554",NA,"81773294400019",0
"228","7353173612",75160159200031,"45172930500040",0
"229","7353164510",19440288900019,"79966967600014",0
"230","7353166930",43233773100017,"43233773100017",1
"231","7353171773",NA,"81948402300018",0
"232","7308355636",41293523100016,"80271323000018",0
"233","7353176188",30460295600134,"51089878600015",0
"234","7353169772",33890331300025,"33890331300025",1
"235","7353171378",23440003400141,"23440003400026",0
"236","7350527362",43986958700139,"43986958700139",1
"237","7353167972",38105376800028,"38105376800028",1
"238","7353168977",19440984300472,"19440984300472",1
"239","7353167170",31901036900035,"31901036900035",1
"240","7350527443",35386190900292,"39086574900126",0
"241","7353176710",65382053000190,"50494093300014",0
"242","7353177536",45116375200012,"45116375200012",1
"243","7353101050",52761595900014,"52761595900014",1
"244","7353176794",21440015200051,"21440015200028",0
"245","7353177193",21440109302144,"21440109300932",0
"246","7353152800",NA,"22440002802728",0
"247","7353152409",95752685800510,"95752685800510",1
"248","7306159094",40866059500476,"40866059500476",1
"249","7306158862",44460844203699,"44460844203681",0
"250","7353151442",NA,"50044998800012",0
"251","7303045304",41426397000033,"41426397000033",1
"252","7353045406",80455856700025,"80455856700025",1
"253","7303039284",34534621700028,"75135384800011",0
"254","7353151054",31141830500034,"79083995500016",0
"255","7306158919",45135400500097,"42487897300017",0
"256","7305613514",41032813200015,"41032813200015",1
"257","7353118687",82254204900017,"82254204900017",1
"258","7353119047",26440013600018,"26440013600018",1
"259","7353209220",44173418300318,"44173418300318",1
"260","7353159709",79232842900016,"79232842900016",1
"261","7353249412",49819450500018,"49819450500018",1
"262","7353159109",19440984300530,"19440984300530",1
"263","7353253703",45100954200023,"25440109400043",0
"264","7353159356",NA,"26440030000044",0
"265","7353253953",80821927300014,"80821927300014",1
"266","7353249480",NA,"48903576600018",0
"267","7303086476",79025667100047,"42036652800024",0
"268","7353157906",26440013600018,"26440013600471",0
"269","7353157286",85780250800047,"85780250800047",1
"270","7353159183",79463964100016,"50865468800029",0
"271","7353253783",32101751900042,"28440002500029",0
"272","7353159844",77565229000468,"39339565200034",0
"273","7350625063",49899230400028,"45262598100140",0
"274","7353248453",32305708302596,"32305708302596",1
"275","7350526096",26440013600075,"35201683600293",0
"276","7353249360",48728001800937,"48728001800937",1
"277","7353158849",NA,"32873224300055",0
"278","7353157804",32696677700228,"30269561400891",0
"279","7353057991",85780250800047,"85780250800047",1
"280","7353240471",21440068100018,"21440068100075",0
"281","7353240717",45154852300013,"45154852300013",1
"282","7303043683",49529684000012,"49529684000012",1
"283","7353241859",53085158300019,"53085158300019",1
"284","7303041921",38823884200016,"43509930400014",0
"285","7353297500",34106769202354,"34106769200564",0
"286","7353300486",81378812200014,"41114017100017",0
"287","7353212495",NA,"26440272800036",0
"288","7350527243",42870497700043,"41410800100119",0
"289","7353297543",35290202700031,"42102157700018",0
"290","7353302954",38811327600017,"38811327600017",1
"291","7353209564",49289134600016,"49289134600016",1
"292","7353301383",21440109300643,"21440109300643",1
"293","7353299721",45164790300199,"45164790300199",1
"294","7353211291",32969233900016,"32969233900016",1
"295","7353211101",53392447800019,"33505137100011",0
"296","7353298023",31468496000045,"44210502900023",0
"297","7353301231",34005176200268,"30930461605711",0
"298","7353298470",42002487900025,"42002487900025",1
"299","7353300389",40282890900067,"82346609900012",0
"300","7353302765",19442207700017,"19442207700017",1
"301","7353211133",31321685500038,"82382277000017",0
"302","7353303037",42167079500010,"42167079500010",1
"303","7353211780",19441657400011,"19441657400011",1
"304","7353298093",40987944200054,"40987944200054",1
"305","7353016108",13000610900057,"13000636400660",0
"306","7353016145",48770708500014,"48770708500014",1
"307","7353014572",37804049700026,"37804049700026",1
"308","7350526895",81163901200012,"34537560400195",0
"309","7350527273",31179945600042,"31179945600042",1
"310","7353016511",42970729201891,"42970729201891",1
"311","7353016597",26440306400084,"26440306400027",0
"312","7353017666",85480074501414,"85480074501414",1
"313","7353016731",52844931700023,"52844931700023",1
"314","7305764671",43771563400014,"43771563400014",1
"315","7352303315",26130008100484,"26130008100484",1
"316","7352304258",13001533200153,"50198088200010",0
"317","7352400187",41829969900102,"41829969900102",1
"318","7305757449",53800007600017,"44044946000011",0
"319","7352256208",78289760700027,"78289760700027",1
"320","7305765972",26130008100153,"49309496500016",0
"321","7305788592",39437545500026,"48362855800015",0
"322","7352401039",77555971900197,"77555971900197",1
"323","7305764187",33825308116699,"81318924800012",0
"324","7306159690",53540643300024,"53540643300024",1
"325","7352400642",45077790900034,"53134142800013",0
"326","7352400652",40177348600014,"40177348600014",1
"327","7352303172",34951853000051,"34074697300015",0
"328","7305778748",21130055300313,"51056765400015",0
"329","7352303194",21130055306476,"41035534100034",0
"330","7352256081",33825323020785,"52451647300013",0
"331","7305756921",77556008900069,"77569474811033",0
"332","7305787817",40008623700064,"82136698600023",0
"333","7307308035",NA,"51988563600026",0
"334","7305764384",26130008100096,"40821580400027",0
"335","7352401117",NA,"22130001500866",0
"336","7305765372",NA,"48297204900019",0
"337","7305788735",NA,"49222601400016",0
"338","7305757438",NA,"41149328100017",0
"339","7350527143",31617316000102,"80828528200048",0
"340","7352302875",20005480700348,"20005480700389",0
"341","7352399335",NA,"41069023400027",0
"342","7352400152",47951907600034,"33473310200035",0
"343","7350526209",41035886505020,"40921424400017",0
"344","7352303883",NA,"75328319100017",0
"345","7305787967",NA,"75214966600014",0
"346","7305756807",33519955000021,"33519955000021",1
"347","7305776959",19130084700016,"19130084700016",1
"348","7305789450",5680065900155,"34074010900038",0
"349","7352400376",35600000061270,"35600000061270",1
"350","7305777051",44065810200049,"41705004400060",0
"351","7352469216",50740620500025,"50740620500025",1
"352","7305794489",80830653400013,"49084071700014",0
"353","7352492853",5980132401751,"41505317200037",0
"354","7305717844",79800247300014,"81975379900017",0
"355","7352493306",42210153500280,"42210153500280",1
"356","7352469869",NA,"44864057300045",0
"357","7305794944",NA,"37923111100053",0
"358","7305798266",35600000061351,"35600000061333",0
"359","7352469879",53270210700022,"53270210700022",1
"360","7305802318",32555844300017,"32555844300017",1
"361","7352468696",32125396500511,"35148882000025",0
"362","7352468894",82386310500016,"49905134000010",0
"363","7352469290",NA,"38932913700019",0
"364","7305796250",79384209700016,"75252470200012",0
"365","7305795620",26130011500019,"26130011500332",0
"366","7305802485",NA,"48754716800046",0
"367","7305802462",81140633900010,"81140633900010",1
"368","7305795461",5980132400886,"50527122100010",0
"369","7305798922",79370321600010,"42277787000011",0
"370","7307344284",NA,"51817455200035",0
"371","7352468545",43510278500019,"43510278500019",1
"372","7305796474",NA,"77555830700028",0
"373","7352469965",31071143700023,"81460767700014",0
"374","7305796187",NA,"48759467300021",0
"375","7305795782",78288383900014,"19132207200015",0
"376","7305798464",21130055300156,"40187835000016",0
"377","7350480070",19130079700013,"21130055305460",0
"378","7305795691",NA,"19132207200015",0
"379","7305798842",53080111700033,"21130055300883",0
"380","7352468588",21130055300081,"21130055300081",1
"381","7352469189",43017105800398,"34117411800735",0
"382","7352469196",78288573500020,"21130055300081",0
"383","7305793852",22130001500247,"21130055301642",0
"384","7352318790",42826802302453,"42117211500014",0
"385","7352318797",NA,"48954538400013",0
"386","7305780878",42111019800320,"40438712800048",0
"387","7352472527",32256604301051,"44412364000013",0
"388","7352245138",35097477000033,"49877560000030",0
"389","7352246286",50998730100033,"50998730100033",1
"390","7305803756",NA,"49993194700034",0
"391","7305761212",26130008100096,"39066008200053",0
"392","7305782786",43489536300019,"43489536300019",1
"393","7305763234",13000548107882,"48936233500023",0
"394","7352245788",NA,"38038315800132",0
"395","7352245596",80826356000019,"80826356000019",1
"396","7350480633",21130022300016,"39752778900028",0
"397","7305780350",48865508500014,"39844542900028",0
"398","7352250094",NA,"44460844208300",0
"399","7352473826",21130055303770,"80309657700017",0
"400","7305783430",6080477000075,"82757645500014",0
"401","7352246756",42008860100059,"80843424500011",0
"402","7352318715",80860459900015,"48881338700039",0
"403","7305779225",26130008100088,"50966667300017",0
"404","7352473262",55208131712476,"44460844213177",0
"405","7305782953",39252740404761,"30365684703383",0
"406","7305783248",26130008100484,"81882454200018",0
"407","7352245657",42826802302479,"82028385100013",0
"408","7350498248",21130056100316,"48269002100019",0
"409","7352250147",53171564700016,"51965432100024",0
"410","7305779732",13001050700072,"21130055302632",0
"411","7307336639",51133890700013,"41904585100021",0
"412","7352472669",26130008100229,"79870332800012",0
"413","7305782327",NA,"21130055300511",0
"414","7305803488",50886622500016,"44888658000043",0
"415","7305760617",31045810400018,"12002001100066",0
"416","7352472676",50194641200035,"50194641200035",1
"417","7305781750",39262120700035,"39262120700035",1
"418","7305744158",42350146900047,"81365659200017",0
"419","7352473493",NA,"26130008100773",0
"420","7352473312",38015729700025,"38015729700025",1
"421","7352473708",NA,"5780817200043",0
"422","7301387157",NA,"21130073600017",0
"423","7352388180",17130111200776,"17130111200776",1
"424","7301387551",32899872900052,"44478651103307",0
"425","7352985552",44028375206223,"44028375206223",1
"426","7301378303",43991905100052,"79217944200019",0
"427","7305750677",42199765100011,"35073489300018",0
"428","7305740881",43369186200083,"43369186200083",1
"429","7352985299",53910823300013,"42041092000045",0
"430","7305792120",52890268700011,"45320117000017",0
"431","7301434665",63578060400024,"37804917500045",0
"432","7350642231",78291199400070,"43175829100022",0
"433","7352863453",41228073704072,"41228073704064",0
"434","7352863867",19133295600025,"38445945900028",0
"435","7352866156",56211353000546,"48446817800021",0
"436","7305755912",78292378300016,"49072580100057",0
"437","7305725615",79814154500011,"40151000300023",0
"438","7352862664",21130112200050,"44992758100024",0
"439","7352861435",21130055306286,"21130055302921",0
"440","7301429360",28130002000027,"50246031400011",0
"441","7305756028",NA,"53941859000011",0
"442","7352864006",38436229900032,"38436229900032",1
"443","7350679410",50447854600022,"43021711700042",0
"444","7305727111",19131656100015,"19131656100106",0
"445","7352876817",21130083500025,"49013571200019",0
"446","7352859473",38456094200144,"38456094200144",1
"447","7305728045",33497739400017,"33497739400017",1
"448","7352876860",35238371500021,"81836904300018",0
"449","7352876895",53468885800024,"53468885800024",1
"450","7305746124",NA,"49216850500013",0
"451","7352859351",26130007300010,"26130007300010",1
"452","7352882347",51366534900033,"51366534900033",1
"453","7352876952",82410713000018,"34190754100021",0
"454","7352928594",79234966400013,"79234966400013",1
"455","7301424966",42826802302552,"32014654100034",0
"456","7352929024",45245578500025,"34836634500216",0
"457","7352929037",35238371500021,"43483180600022",0
"458","7352928850",49347807700032,"41117056600011",0
"459","7301423764",51062692200023,"48026328400022",0
"460","7301423295",44813503800017,"44813503800017",1
"461","7352928274",81373242700022,"26130230100013",0
"462","7352928898",38786086900032,"52914076600021",0
"463","7353002586",33210503000024,"40899491100019",0
"464","7301381217",34410327000908,"39811044503774",0
"465","7352928552",35238371500021,"57208274100156",0
"466","7301426847",NA,"43218366300017",0
"467","7301413638",82377696800013,"81170498000036",0
"468","7301412901",NA,"34333154200039",0
"469","7352900568",NA,"81034442400017",0
"470","7352900661",95040488900129,"26130164200011",0
"471","7352274328",35238371500021,"35238371500021",1
"472","7352902485",NA,"48894722700044",0
"473","7301437259",NA,"45160289000027",0
"474","7352902704",42350702900019,"42350702900019",1
"475","7350679334",33430430000042,"49022461500024",0
"476","7301435387",66204244912407,"66204244932132",0
"477","7352902370",NA,"31808472000172",0
"478","7305786078",81473279800065,"32505949100101",0
"479","7350642216",21130014000012,"45053546300027",0
"480","7305787707",77604221001222,"48374140100010",0
"481","7352274306",NA,"81528722200013",0
"482","7352978037",42060834100061,"38964682900066",0
"483","7305732556",35257783700037,"51969161200013",0
"484","7352978670",40823534900045,"40823534900045",1
"485","7352987601",34123567900063,"13000548124424",0
"486","7352978886",NA,"31954537200033",0
"487","7301395041",78239551100234,"43003306800049",0
"488","7352977929",21130047000443,"21130047000179",0
"489","7352978129",21130047000047,"52891546500041",0
"490","7352987681",44958975300028,"51998143500034",0
"491","7301396192",81782967400016,"81390360600016",0
"492","7352978342",75138651700013,"75138651700013",1
"493","7305732531",NA,"50379188100017",0
"494","7352977752",42117403800024,"32620348600039",0
"495","7305732121",20003810700021,"50878734800012",0
"496","7352987730",80833267001052,"32694725600052",0
"497","7301419576",47904745800035,"47904745800035",1
"498","7305732281",6080139600155,"79349003800015",0
"499","7352978620",66204244913777,"66204244913777",1
"500","7305733569",NA,"34408659000041",0
"501","7352977808",NA,"44818702100010",0
"502","7301420780",42819519200037,"30609317000430",0
"503","7301419952",32352844800042,"32352844800042",1
"504","7305753089",26130020600016,"21130103100145",0
"505","7301394577",34841031700013,"48529493800025",0
"506","7352972212",40360977900505,"32568433000013",0
"507","7352972259",21130056100019,"21130056100019",1
"508","7305742373",81983839200028,"81983839200028",1
"509","7352972469",42145582500073,"33125808700047",0
"510","7352971073",78288385400138,"31159383400162",0
"511","7305741799",79138605500028,"53918679100015",0
"512","7352971917",32969067100071,"32969067100071",1
"513","7352971740",58210497200218,"58210497200218",1
"514","7350456011",50474217200027,"79092034200017",0
"515","7305742524",NA,"39900070200023",0
"516","7305742198",33948477600010,"33948477600010",1
"517","7352959691",26130008100088,"26130008100229",0
"518","7352959890",82097293300015,"44023310400502",0
"519","7352857242",49364385200053,"49364385200053",1
"520","7352858046",5780615000207,"5780615000207",1
"521","7305750889",19130166200018,"19130166200018",1
"522","7305735773",30906508400084,"42037806900025",0
"523","7352857267",81464799600010,"81464799600010",1
"524","7352857668",51084280000011,"81503454100012",0
"525","7305735150",NA,"44438294900071",0
"526","7305733993",31131532900426,"49228748700010",0
"527","7305739602",21130098300031,"40140329000026",0
"528","7352858109",NA,"41866541000043",0
"529","7350456070",43505073700038,"80138304300024",0
"530","7305734442",53872953400031,"45085375900022",0
"531","7352857725",50374193600010,"50374193600010",1
"532","7305734222",34881114200069,"34881114200069",1
"533","7305734166",NA,"26130018000021",0
"534","7305734475",80905449700015,"82503369900018",0
"535","7352857995",80833267001052,"50454795100013",0
"536","7305737449",NA,"35185673700058",0
"537","7350456504",31500291500132,"32067902000042",0
"538","7352990731",79026305700024,"79026305700024",1
"539","7352990547",NA,"79514283500011",0
"540","7352990748",13001533200153,"41175257900010",0
"541","7352989980",80010824300018,"80155061700014",0
"542","7352990782",44461925800411,"53841974800123",0
"543","7307299803",49934302800019,"49934302800019",1
"544","7352990234",NA,"34135644200044",0
"545","7352990641",53413690800017,"53413690800017",1
"546","7352991639",5881108400019,"79738115900020",0
"547","7350477288",78277855900016,"78277855900016",1
"548","7352990709",19130084700016,"80895854000011",0
"549","7305735403",NA,"44915996100035",0
"550","7352990127",50933398500042,"79999599800041",0
"551","7350477936",19132497900019,"19132497900019",1
"552","7353608063",NA,"41409474800038",0
"553","7353607141",81260121900015,"78145251105565",0
"554","7353606486",41035886506556,"39285487300032",0
"555","7353605843",50849090100024,"48072828600018",0
"556","7353603498",82088395700012,"82088395700012",1
"557","7353560553",34023496203474,"52916063200012",0
"558","7305767752",81127186500016,"75014502100028",0
"559","7305767082",48249387100016,"48249387100016",1
"560","7305767515",26130011500472,"20002932000021",0
"561","7353605628",38267714400067,"44415983400019",0
"562","7353560841",49795554200012,"49795554200012",1
"563","7305766831",21130055301972,"48025567800017",0
"564","7353604776",44449577400242,"40329310300061",0
"565","7353561518",19131261000014,"50882184000024",0
"566","7353561517",34243870200025,"34243870200025",1
"567","7305769090",NA,"37926666100014",0
"568","7353560380",77566632400212,"13000548109029",0
"569","7353561449",79386256600015,"79386256600015",1
"570","7353561436",19132412800013,"19132412800013",1
"571","7305767087",NA,"35277407900276",0
"572","7353560743",41344839000067,"41344839000067",1
"573","7305768075",38500623400111,"50921277500043",0
"574","7301401411",32301676600285,"17130431400031",0
"575","7353809177",26130020600016,"18130001300511",0
"576","7353807653",13000798200106,"52217117200037",0
"577","7353807761",NA,"48048610900030",0
"578","7353808640",5480654205037,"5480654205037",1
"579","7350478489",6080139600031,"32620348600039",0
"580","7353810488",41481521700198,"41481521700198",1
"581","7353808620",37850226400088,"31046083700043",0
"582","7301402030",50056940502470,"30337658600937",0
"583","7353807987",35238371500021,"51460753000011",0
"584","7353809684",33761796300117,"33761796300117",1
"585","7301400624",21130051200012,"52440347400033",0
"586","7301398825",55204695502098,"44460844205223",0
"587","7350694769",NA,"43770549400015",0
"588","7305773622",18008901304314,"42219375500226",0
"589","7353545949",21130055302962,"21130055302962",1
"590","7353546737",5980132403021,"50825275600012",0
"591","7350694616",78288573500103,"52381646000019",0
"592","7353548611",NA,"81770142800010",0
"593","7353548436",50109469200032,"78291135800011",0
"594","7350648051",45650053704275,"82251647200013",0
"595","7305743451",NA,"34905620000059",0
"596","7305772895",NA,"33946707800012",0
"597","7305772667",81930356100016,"82298725100011",0
"598","7305771741",21130055305957,"13001303000700",0
"599","7353548565",95450974108667,"39517528400300",0
"600","7305771904",40014429100012,"31784621000019",0
"601","7305774127",40136113400075,"40136113400075",1
"602","7353546807",31311712900053,"31311712900053",1
"603","7353547091",NA,"47803872200011",0
"604","7307325941",77555971900049,"77555971900114",0
"605","7350694491",7380644000274,"82292504600010",0
"606","7307681919",78982358000012,"41805652900039",0
"607","7700072239",21130055306112,"21130055304174",0
"608","7354210567",70204275500182,"48512986000048",0
"609","7306133890",20002361200019,"75034585200016",0
"610","7306135119",51343354000020,"33337971700049",0
"611","7306135116",77560494500094,"77560494500094",1
"612","7354344396",22440002802066,"22440002802066",1
"613","7354344480",38279486500065,"38279486500065",1
"614","7350625349",78594804300043,"78594804300043",1
"615","7354344927",NA,"82081104000014",0
"616","7354344928",31468496000045,"38234877900036",0
"617","7350625352",86780051800203,"47812099100011",0
